annotation_id,customer_tweet_id,customer_created_at,customer_text,support_tweet_id,support_created_at,support_reply,exploratory_cluster,intent,reviewer_notes,escalation_expected,golden_eval,draft_intent,draft_score,draft_margin,draft_hit,ml_intent,ml_conf
AQ-0103,52238,Wed Nov 01 18:08:54 +0000 2017,hmmm my positive reviews on Amazon seem to be disappearing? @AmazonHelp,52237,Wed Nov 01 18:13:00 +0000 2017,"@127745 Oh my! That is very strange, Zara. Are you noticing that recent reviews are no longer able to be viewed, or older ones? ^JD",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,app,delivery_delay,0.17023632037885258
AQ-0104,73430,Thu Nov 30 10:49:28 +0000 2017,@AmazonHelp put in the return request yesterday and still waiting to hear back from the seller,73428,Thu Nov 30 10:56:00 +0000 2017,"@132320 Hi Michael, we do give the seller 2 days to respond. If they haven't responded by today please contact us via this link: https://t.co/JzP7hlA23B. We will do our best to help you! ^JC.",,return_replacement,AI-assisted draft label; human verification required before use as golden evaluation.,,,return_replacement,6,5,"\breturn\b, return request",return_replacement,0.19028240986076084
AQ-0105,27817,Wed Nov 01 10:29:01 +0000 2017,@Amazonhelp Shame on fraud by Amazon Pantry,27815,Wed Nov 01 10:43:27 +0000 2017,"@122087 Hi, are you having trouble with a Pantry order? Did you place your order on Amazon.de? ^TS",,product_item_issue,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16498976873253213
AQ-0106,69789,Thu Nov 30 09:38:56 +0000 2017,アマゾンプライムお試しやってたのに知らないうちに期限過ぎて勝手に年間費しょっぴかれてた〜〜！？えええ〜〜！？びびる,69788,Thu Nov 30 09:46:01 +0000 2017,@131810 Amazonプライム無料体験をご利用の場合、自動更新設定をオフにしていないと30日後に有料会員へ移行します。こちらのヘルプページで特典をご案内していますので、よろしければご参照ください。 https://t.co/6io76zLwiC EK,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15729367714114695
AQ-0107,69849,Thu Nov 30 09:33:05 +0000 2017,@AmazonHelp Ok NOW I have a problem. An order was originally by yesterday and now it is saying any time before NEXT Saturday. If I knew it would be this much trouble I would have bought it in a shop because I need it. And of course I can’t cancel it now. Help?,69848,Thu Nov 30 09:38:00 +0000 2017,@131817 I'm sorry to hear about the delay with the order. Who is the carrier? You can find the information on your order here: https://t.co/aaDyEz1VgE. ^MI,,order_change_cancellation,AI-assisted draft label; human verification required before use as golden evaluation.,,,order_change_cancellation,1,1,\bcancel\b,delivery_delay,0.16296920990271066
AQ-0108,11574,Wed Nov 01 01:12:45 +0000 2017,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?",11576,Wed Nov 01 01:14:56 +0000 2017,"@118230 Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: https://t.co/iAtVDKIvAN ^CR",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_attempt_problem,0.15357819646596346
AQ-0109,80541,Sat Dec 02 23:46:46 +0000 2017,@AmazonHelp What the hell is this? How come a bank comes into the picture where I paid the whole amount from my Amazon Pay Balance? Make yourself aware about your own Amazon Pay Balance otherwise you can't help anyone.,80542,Sat Dec 02 23:51:27 +0000 2017,"@133883 I'm sorry about the previous Tweet, we would like to know your concern in detail. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. ^MJ",,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,payment_billing,3,2,"paid, bank, pay\b",delivery_delay,0.17369768763103938
AQ-0110,42989,Wed Nov 22 20:28:35 +0000 2017,@117086 avisem pros entregadores de vocês que é feio jogar livro na garagem dos outros quando não tem ninguém em casa,42987,Wed Nov 22 20:38:34 +0000 2017,@125530 Olá Hellen! Sinto muito pelo acontecido. O seu pedido chegou danificado? ^JJ,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_attempt_problem,0.16272321140052412
AQ-0111,44498,Wed Nov 01 16:33:15 +0000 2017,"@AmazonHelp Ich hab euch mal gemailed :) Laut Tracking Nr ist das Paket bei einem Nachbarn (im selben Haus) gelandet, welchen ich nicht finden kann.",44500,Wed Nov 01 16:35:29 +0000 2017,"@125875 Vielen lieben Dank für deine Mühen! Ich hoffe sehr, dass du deine Lieferung bald in deinen Händen halten kannst. :) ^SI",,order_status_tracking,AI-assisted draft label; human verification required before use as golden evaluation.,,,order_status_tracking,5,4,\btracking\b,delivery_attempt_problem,0.16834258017558276
AQ-0112,33301,Wed Nov 01 12:59:03 +0000 2017,My order number: 171-2623585-5777153 is not yet delivered. This is the third time I am facing the problem @115850,33299,Wed Nov 01 13:03:31 +0000 2017,"@123358 Truly sorry about that, Akshay. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_delay,0.15703844370648185
AQ-0113,31857,Wed Nov 01 12:28:11 +0000 2017,I thought I missed my Amazon 📦 yesterday but the driver came back 💃🏾,31855,Wed Nov 01 12:30:00 +0000 2017,@123034 Did everything work out ok? ^BM,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_attempt_problem,1,1,driver,delivery_delay,0.15797414362090323
AQ-0114,21507,Wed Nov 01 07:24:49 +0000 2017,cheat trick by @115850 https://t.co/y0ZokMT4SH,21506,Wed Nov 01 07:48:27 +0000 2017,"@120698 Also, please don't provide your order details as its personal info. Our Twitter page is visible to the public. 2/2 ^AB",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,product_item_issue,0.1745155849861586
AQ-0115,20415,Wed Nov 01 07:09:49 +0000 2017,Amazonからの荷物来ないぽよーーーーー,20413,Wed Nov 01 07:12:29 +0000 2017,@120460 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15729367714114695
AQ-0116,50439,Wed Nov 22 22:37:12 +0000 2017,@AmazonHelp vocês não aceitam pagamento por boleto?,50438,Wed Nov 22 22:47:00 +0000 2017,"@127317 Olá, Ana! Atualmente aceitamos cartões de crédito pré-pago, você pode carregá-lo usando boleto bancário e, em seguida, usá-lo para fazer compras na https://t.co/m5ibk4bEQU. Para mais informações acesse no seguinte link: https://t.co/H514FXJNVu. ^NB",,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.1531258194912718
AQ-0117,89174,Thu Nov 30 14:58:07 +0000 2017,@AmazonHelp Heute. Ansonsten würde ich mich nicht beschweren. https://t.co/W4EOPJj1tC,89176,Thu Nov 30 15:06:31 +0000 2017,@135288 Dann melde dich bitte mal hier: https://t.co/dDmBEPionb Über Twitter können wir nämlich leider deine Bestellung nicht einsehen. ^MS,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,product_item_issue,0.21083913033777152
AQ-0118,27877,Fri Oct 20 09:21:12 +0000 2017,@AmazonHelp I purchased redmi4 few function of phone not working and camera quality not good. Hence don't want to replace this with same product.,27876,Fri Oct 20 09:31:32 +0000 2017,"@122101 here: https://t.co/2t6DQoUmNZ, we'll help look into it. 2/2 ^AP",,product_item_issue,AI-assisted draft label; human verification required before use as golden evaluation.,,,product_item_issue,6,1,"not working, quality",account_technical_support,0.16540481794549758
AQ-0119,30540,Fri Nov 03 02:33:06 +0000 2017,@AmazonHelp And the ritual continues. Once again a call now asking for pick up while pick up slot is 1-4.Iam sure the pick up will be rescheduled again,30543,Fri Nov 03 02:53:00 +0000 2017,@122720 The details are escalated to the team and we are working on your concern. We'll reach out to you once we have an update. ^GK,,return_replacement,AI-assisted draft label; human verification required before use as golden evaluation.,,,return_replacement,5,4,pick\s*up,return_replacement,0.19484638928350761
AQ-0120,73631,Thu Nov 30 10:21:17 +0000 2017,"Gee, thanks for suddenly wanting me to enter a random code that you sent to my old phone without reason, @115830 . I sold that phone. And the password was correct. But you know. Good job.",73629,Thu Nov 30 10:29:00 +0000 2017,"@132469 Hi, if you are getting verification codes sent to an old phone number, can you please update your new number on your account? You can find the instructions on how to do this here: https://t.co/pGjzRKJM2b ^KI",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,2,"password, phone",account_technical_support,0.15818098937479072
AQ-0121,89095,Thu Nov 30 14:48:06 +0000 2017,"@AmazonHelp For me personally, the issue is that they consistently (almost 100% of the time) deliver my packages to a house with the same number one street over. We have called Amazon several times and the problem isn't getting solved.",89094,Thu Nov 30 14:57:28 +0000 2017,@135276 We want to investigate this further with you. Please reach out to us using this secure link: https://t.co/S3bh24MqSI ^GR,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,call,delivery_delay,0.16686112409146392
AQ-0122,69847,Thu Nov 30 09:33:22 +0000 2017,@AmazonHelp hi an item i orderd says it cannot be delivered and i am to contact amazon for assistance?,69845,Thu Nov 30 09:38:26 +0000 2017,"@131816 Hi Ricky, can you contact us here: https://t.co/oGDklGgbCZ so that we can assist you further with your order?^PJ",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,cannot,delivery_attempt_problem,0.17494561784897353
AQ-0123,33182,Wed Nov 01 13:12:17 +0000 2017,"@AmazonHelp Una persona me dio largas, otro me dijo q confiara y otro me dijo sentir vergüenza y me recomendó comprar otros disfraces.",33184,Wed Nov 01 13:16:32 +0000 2017,@123023 ¿Podrías confirmarnos si es vendido y gestionado por Amazon o es vendido por un vendedor externo? ^DA,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16738649844455353
AQ-0124,91313,Thu Nov 30 15:18:48 +0000 2017,So @AmazonHelp today is currently the 30th and I have yet to receive my package..... https://t.co/VL6D70XVoY,91312,Thu Nov 30 15:23:28 +0000 2017,"@135804 Truly sorry for the wait, this isn't the delivery experience we strive for! With Twitter, we can't access order info. Was this order shipped by Amazon, or directly from a seller? Check here: https://t.co/PyACxvY8Qo and please, let us know. We're here to help! ^JE",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_delay,0.15153507338165093
AQ-0125,89292,Thu Nov 30 14:36:20 +0000 2017,@AmazonHelp Just did. Thanks,89291,Thu Nov 30 14:41:27 +0000 2017,@135307 Great. Please keep us informed about the outcome.^PJ,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,5,,other_ambiguous,0.18658097215430747
AQ-0126,69701,Thu Nov 30 09:54:46 +0000 2017,@AmazonHelp We're not sure yet as we're trying to find where it is - if it's damaged what happens? As it's a Christmas gift,69703,Thu Nov 30 09:59:00 +0000 2017,@131792 Was it left in a safe place or perhaps with a neighbor? How were you advised it was left outside in rain? If any damage has happened we can look into replacing/refunding the order for you. ^NV,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,product_item_issue,6,5,"damaged, damage",delivery_delay,0.1649819540095288
AQ-0127,11064,Wed Nov 01 01:13:31 +0000 2017,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",11068,Wed Nov 01 01:21:08 +0000 2017,@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN ^CN,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,resolve,delivery_delay,0.15771291387724812
AQ-0128,19447,Wed Nov 01 06:46:00 +0000 2017,@AmazonHelp Name of account -avaneesh Kumar chaubey Contact number -8269451504 Order number - 405-3324870-8447534 Product - titan watch,19449,Wed Nov 01 06:51:00 +0000 2017,"@120318 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,\baccount\b,delivery_attempt_problem,0.15484762897849183
AQ-0129,65775,Thu Nov 30 08:44:49 +0000 2017,"@AmazonHelp Thank you for the quick answer, I will if it happens! 🙈",65774,Thu Nov 30 08:48:00 +0000 2017,@131045 Thank you:) You have a lovely day!^GA,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,4,,account_technical_support,0.15715245162160457
AQ-0130,29572,Wed Nov 01 13:22:35 +0000 2017,@AmazonHelp Horrible response form your team still unable to solve the Issue....can someone call me on +91 9096377143...,29574,Wed Nov 01 13:31:31 +0000 2017,"@122494 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2) ^RI",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,2,"call, unable to",account_technical_support,0.17771507220420804
AQ-0131,76017,Wed Nov 29 23:34:01 +0000 2017,"no dia q a @115821 entregar algum pacote meu no dia certo o mundo vai acabar,,,,,,,",76016,Wed Nov 29 23:36:31 +0000 2017,"@133012 Olá, Jessica. Me diga, você tem atualmente algum pacote com atrasso? Por favor, não compartilhe o número de pedido. ^CR",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16557360793558848
AQ-0132,86213,Thu Nov 30 15:01:05 +0000 2017,@AmazonHelp Cannot contact as my access blocks site.,86215,Thu Nov 30 15:08:00 +0000 2017,"@134819 While https://t.co/RMXGdmhl2d is a wholly-owned subsidiary of https://t.co/nUUp5MLhYl, it operates as an independent site. You can reach an https://t.co/RMXGdmhl2d customer service representative at 888-283-5051. They're available 24 hours a day, 7 days a week. ^TG",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,cannot,delivery_attempt_problem,0.16108665486620882
AQ-0133,17644,Wed Nov 01 04:09:40 +0000 2017,@AmazonHelp Did you guys do anything?,17643,Wed Nov 01 04:55:00 +0000 2017,"@119903 (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16860477629532308
AQ-0134,23960,Wed Nov 01 09:15:17 +0000 2017,"@AmazonHelp Simply delivery attempt. Could not deliver today. I imagine it was because it was a business add and after 5, but no attempt was ever made.",23962,Wed Nov 01 09:20:24 +0000 2017,@121152 Is there any information regarding when another attempt will be made? ^BM,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,2,0,"delivery.*today, deliver.*today",delivery_delay,0.1705342213022595
AQ-0135,61054,Wed Nov 01 20:42:25 +0000 2017,"I know I make this complaint regularly, but why is there a direct path from @176 to @115821 but not the other way around?",61052,Wed Nov 01 21:15:34 +0000 2017,@129972 Hi Matthew! Are you requesting a direct path to Good Reads via the website or an Amazon device? ^SH,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,complaint,account_technical_support,0.1659706005776372
AQ-0136,44550,Wed Nov 01 16:35:01 +0000 2017,@AmazonHelp That needs to be fixed. If a household has one prime account but a husband/wife want to listen on different devices they cant. 😡😡😡,44551,Wed Nov 01 16:40:45 +0000 2017,@125883 We do have the option for Amazon Music Unlimited Family Plan. For more info visit here: https://t.co/J2qs1wZQTx ^AC,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,prime_subscription,7,5,"\bprime\b, prime account",account_technical_support,0.15731176468315092
AQ-0137,36565,Wed Nov 01 13:53:22 +0000 2017,"@123967, @AmazonHelp: I tweeted both of your help pages but didn’t get a response. I want answers as to why my Fresh was abruptly canceled in my area. Amazon says they wouldn’t choose to stop so that leaves usps. Email says change in delivery route. ????? Doesn’t make sense.",36564,Wed Nov 01 14:07:00 +0000 2017,"@123966 I'm sorry for this! Just to clarify, have you spoken with us via phone, so we may look into this? https://t.co/hApLpMlfHN ^AL",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,email,delivery_delay,0.16502058571935044
AQ-0138,18146,Wed Nov 01 09:21:53 +0000 2017,@AmazonHelp Have shared the details in the above linked which was shared by u. Need early resolution from u.,18147,Wed Nov 01 09:34:26 +0000 2017,"@120032 Thanks for sharing, Kamlesh. We'll check and get back to you at the earliest.^AR",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,resolution,account_technical_support,0.16050252457012448
AQ-0139,74587,Thu Nov 30 15:09:48 +0000 2017,@AmazonHelp Sure. Awaiting your response.,74589,Thu Nov 30 15:37:35 +0000 2017,"@132443 I appreciate your patience, we would get back to you soon. ^MD",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15703525855102712
AQ-0140,6963,Sun Nov 19 20:26:07 +0000 2017,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",6964,Sun Nov 19 20:29:36 +0000 2017,@117198 You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,1,0,delivery.*time,account_technical_support,0.16724974516001967
AQ-0141,83408,Thu Nov 30 13:43:53 +0000 2017,Today makes the FOURTH time @115821 had my 2-day prime packages arriving ok the third day and this is officially a problem.,83407,Thu Nov 30 13:48:28 +0000 2017,"@134324 Hi, are we missing the date provided in your order confirmation email, or has the date changed? ^TS",,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,prime_subscription,6,5,\bprime\b,delivery_delay,0.16243699164681819
AQ-0142,21397,Wed Nov 01 08:38:10 +0000 2017,"@AmazonHelp 😂😂😂 Wie gesagt euch ein schönen restlichen Feiertag, auch wenn ich Supportet (nennt man das so?) 😂",21398,Wed Nov 01 08:41:00 +0000 2017,"@120682 Danke, dir auch. Wir supporten dann mal fleißig weiter 😄 ^AN",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,support,account_technical_support,0.16762435592915678
AQ-0143,13571,Wed Nov 01 01:45:31 +0000 2017,おいいいいい！発売する三ヶ月前から予約注文で受け付けた品物くらい発売日にきっちり届けろよAmazonさんw だからkonozamaとか言われるんだよw,13570,Wed Nov 01 02:01:24 +0000 2017,@118831 恐れ入りますが、予約商品でも発売日のお届けを確約しておりません。https://t.co/vwDxlbpOLC なお、発売日/発売日前日にお届けする場合、一定の条件を満たしている注文のみです。https://t.co/f3TKbgOOgv TY,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15729367714114695
AQ-0144,31368,Wed Nov 01 12:12:18 +0000 2017,@AmazonHelp I have shared details already but no one contact me..,31367,Wed Nov 01 12:20:39 +0000 2017,@122914 from us regarding it here: https://t.co/8DAc10S7ww 2/2 ^KH,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.17199240204580193
AQ-0145,27894,Wed Nov 01 11:09:36 +0000 2017,@AmazonHelp Most orders I place now say that shipping date will be notified rather than an exact date. Expedited shipping taking 14 days? https://t.co/B8jCCoJ9Xo,27897,Wed Nov 01 11:16:00 +0000 2017,"@122104 I'm sorry for the delay! For more information on shipping to PR, visit us here: https://t.co/ShggNRpgAX ^TK",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,6,6,"not.*ship, shipping",delivery_delay,0.14854867710065187
AQ-0146,71065,Thu Nov 23 04:47:19 +0000 2017,Amazonプライム・ビデオでTopGear全エピソードを振り返って見てるマン,71064,Thu Nov 23 05:02:28 +0000 2017,@131959 ご堪能下さいませ( ´艸｀) ｳﾌﾌ ET,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15729367714114695
AQ-0147,64002,Sun Nov 26 08:04:07 +0000 2017,@115850 Cash loaded in AmazonPay on 13th Nov still not reflecting. Where is my money? GIVE ME MY MONEY #amazonpayfraud #amazonfraud @115851 #stupidcustomerservice,64001,Sun Nov 26 08:49:00 +0000 2017,@130696 I get your concern. Please contact our support team here: https://t.co/HQhpS2qeEd and we will help you with this. ^BS,,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,order_status_tracking,1,0,where is my,account_technical_support,0.17021432254155436
AQ-0148,34483,Wed Nov 01 13:17:25 +0000 2017,@115821 @115851 why do you continue to use @2150 I don’t get my items! How can “the door” sign for a package! Terrible service!,34481,Wed Nov 01 13:25:00 +0000 2017,@123475 Sorry for the poor experience! Have you spoken our customer service so we could escalate this feedback to the carrier? ^AD,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_delay,0.16587988150513955
AQ-0149,31391,Wed Nov 01 12:10:54 +0000 2017,"@AmazonHelp Hey, checked the package I think they don't Provide it",31390,Wed Nov 01 12:17:00 +0000 2017,@122919 I would recommend you to get in touch with the manufacturer for the charger if they don't sell it with the tracker. ^KS,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,delivery_attempt_problem,0.16539683852075754
AQ-0150,31333,Wed Nov 01 12:11:58 +0000 2017,@115821 still hasn’t taken my money for my order! WHY,31331,Wed Nov 01 12:26:58 +0000 2017,@122906 Sorry for any troubles caused! What is the latest order status showing here: https://t.co/Y5jpI9gRhE ? ^TH,,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_delay,0.16291442740954978
AQ-0151,74613,Thu Nov 30 11:19:00 +0000 2017,"@115821 has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢",74612,Thu Nov 30 11:25:00 +0000 2017,@132708 Sorry to hear this. What date were you given in your order confirmation email?^ES,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,7,1,"late\b, \blate, shipping",delivery_delay,0.16436808941642606
AQ-0152,73586,Thu Nov 30 11:48:37 +0000 2017,@AmazonHelp (Faudrait que je ramasse le bouquet de lavandes... 😂) https://t.co/SFDUJQtRGx,73588,Thu Nov 30 11:55:34 +0000 2017,"@132456 C’est trop mignon, Kuro est adorable 😍😍 Il a l’air de bien s’amuser, mission accomplie 😜 ^BR",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,product_item_issue,0.17222517916827587
AQ-0153,73489,Thu Nov 30 11:23:55 +0000 2017,"@AmazonHelp Yes, but I am not receiving access codes. I cannot login to the Hub website to check my data.",73490,Thu Nov 30 11:30:00 +0000 2017,@132434 Can you check your spam or junk folders? You should have received the code via email.^PJ,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,3,3,"\blogin\b, website, cannot",delivery_delay,0.1647112995891051
AQ-0154,44535,Wed Nov 01 16:33:36 +0000 2017,"@AmazonHelp De acuerdo, gracias!",44536,Wed Nov 01 16:43:00 +0000 2017,"@125880 Con gusto Obed, estamos para asistirte. ^KS",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,5,,other_ambiguous,0.1579710091922073
AQ-0155,39579,Thu Nov 02 14:48:50 +0000 2017,@AmazonHelp I've filled it out. Thank you.,39580,Thu Nov 02 15:00:34 +0000 2017,@124652 Thank you for keeping us posted. We will get back to you soon with an update. ^KS,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,5,,delivery_delay,0.15854994064453973
AQ-0156,17916,Wed Nov 01 04:39:00 +0000 2017,@115850 why am i charged $10.99 for prime membership every month when i have purchased it for INR 499?,17914,Wed Nov 01 05:04:30 +0000 2017,@119974 Please connect with us here: https://t.co/00q4Sqj9zL and we'll assist you on how to proceed further. (2/2) ^KA,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,prime_subscription,7,5,"\bprime\b, membership",delivery_delay,0.15118887148185756
AQ-0157,62152,Wed Nov 01 21:33:30 +0000 2017,@116875 me pueden ayudar? ya hice lo que me pidieron 3 veces y mi acc sigue bloqueada :c solo quiero mi pedido,62151,Wed Nov 01 21:43:33 +0000 2017,"@130234 Hola, ¿has recibido algún otro correo de nuestros especialistas en cuentas? ^HC",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16022938999559527
AQ-0158,65673,Thu Nov 30 04:21:38 +0000 2017,@115851 @AmazonHelp call me on 9911582026/ 9158174488 to discuss @115851,65672,Thu Nov 30 04:33:27 +0000 2017,"@131032 This being a social platform we cannot access your account details. Please elaborate your concern &amp; we'll assist you. Also, please don't provide your contact details, we consider it to be personal info. Our page is visible to the public. ^SF",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,call,account_technical_support,0.16728164468307322
AQ-0159,52242,Wed Nov 01 18:19:09 +0000 2017,"@AmazonHelp This Monday, and no, I had no answers",52244,Wed Nov 01 18:30:00 +0000 2017,@127747 Have you received any e-mails to your spam or junk folder? ^DD,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,no answer,account_technical_support,0.16784742760478974
AQ-0160,47907,Wed Nov 01 17:18:26 +0000 2017,"@AmazonHelp thanks for trying at least u were more helpful, thanks 😩",47908,Wed Nov 01 17:29:02 +0000 2017,"@126706 If you don't receive an e-mail from an Account Specialist by the 24-hour mark, let us know. ^MG",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,5,,other_ambiguous,0.24582622393928746
AQ-0161,71928,Thu Nov 30 10:09:10 +0000 2017,@AmazonHelp why do you stick the labels on the box. This is a gift and can’t get label off. Really disappointed with this shoddy service https://t.co/PLjW8o3gn0,71926,Thu Nov 30 10:14:01 +0000 2017,"@132138 Apologizes for any frustration caused Olive. Not all items are shipped with additional packaging, it explains this further here: https://t.co/TOck8KG7S2 ^NV",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,app,account_technical_support,0.16014210595255837
AQ-0162,53267,Thu Nov 30 20:47:08 +0000 2017,@AmazonHelp I’ve done that several times today; but I’ll try again. What section under Help &amp; Feedback should I select?,53269,Thu Nov 30 20:53:00 +0000 2017,@128019 Here's how you can leave feedback: https://t.co/VJcfv3jdbh ^CO,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16561616090329342
AQ-0163,75821,Wed Nov 01 14:07:59 +0000 2017,@119625 @132976 Thank you for releasing it on the same day as global release!,77577,Thu Nov 30 12:07:01 +0000 2017,@123652 We hear you!! Can you tell us more about your love of grand tour : https://t.co/soExpMNlFh ? ^HR https://t.co/Cs6n3SPuIH,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,5,5,,delivery_delay,0.16328279596474768
